sentence,translated,fuel,machine,others,part,price,service
"kemarin saya di honda brio , baru 2 tahun pakai dan jarang dipakai kaki-kaki sudah bunyi , rem cepat habis , sama sil booster rem atau master rem yang rembes","Nantoari marhonda brio do ahu, holan 2 taon dope dipangke jala jarang dipakke, alai suspensi nunga marsurak, remna pe nunga hatop buruk, jala segel penguat rem manang rem induk pe nunga bocor.",neutral,neutral,neutral,negative,neutral,neutral
"Sirion ini terlalu overpriced bos , bisa ngga laku di indonesia","Terlalu mahal do Sirion on Bos, mungkin dang laku di Indonesia on.",neutral,neutral,negative,neutral,negative,neutral
xenia ini mobil paling jelek yang pernah saya punya,Xenia on ma mobil na paling buruk na hea hupangke .,neutral,neutral,negative,neutral,neutral,neutral
saya akui enak banget Hrv ini mengendarai punya saudara pakai Hrv,"Hu akui do HRV on memang tabo do marmotor, laekku mamakke HRV .",neutral,neutral,positive,neutral,neutral,neutral
Payah payah gak ada yang becus nih bengkel honda . seminggu dari bengkel sudah bunyi lagi saja .,"Perjuangan do i, dang adong bengkel Honda na malo disi. Saminggu dung kaluar sian bengkel, nunga ribut muse.",neutral,neutral,neutral,neutral,neutral,negative
"DAIHATSU TARUNA , Selain tampang nya modern kala itu , kapasitas penumpang nya banyak dan tentu saja , mobil ini sudah dibuat ala-ala SUV","DAIHATSU TARUNA, Asing sian penampilanna na modern hatiha i, godang do kapasitas penumpangna jala tontu, mobil on dibaen bergaya SUV.",neutral,neutral,neutral,positive,neutral,neutral
menurut saya dari segi kenyamanan sih bolehlah lumayan si xenia,"Menurut au, sian segi kenyamanan, cukup denggan do Xenia i.",neutral,neutral,positive,neutral,neutral,neutral
Avanza bahan bakar nya yang irit .,Avanza on hemat bahan bakar do.,positive,neutral,neutral,neutral,neutral,neutral
Toyota rush 2018 tarikan nya luar biasa,2018 memiliki daya tarik luar biasa .,neutral,positive,neutral,neutral,neutral,neutral
Avanza mobil yang nyaman untuk keluarga dan tidak terlalu mahal perawatan nya,Avanza ima mobil na nyaman di keluarga jala ndang pola arga laho dipertahanhon.,neutral,neutral,positive,neutral,neutral,positive
"saya baca di atas tetangga , xenia juga naik itu sekitar 2 - 3 juta . makin mahal saja ya mobil sekarang .","Hujaha di ginjang tetanggakku, si Xenia pe naik do sekitar 2 - 3 juta. Lam arga do mobil nuaeng on.",neutral,neutral,neutral,neutral,negative,neutral
Makanya kapok untuk datang ke bengkel Honda Autoland kalau untuk servis serius karena pasti akan dibantah,Ido umbahen na mabiar au ro tu bengkel Honda Autoland untuk servis serius ai pasti do disoadahon nasida.,neutral,neutral,neutral,neutral,neutral,negative
Selalu setia menggunakan setiap produk nissan .,Sai setia mamakke setiap produk Nissan.,neutral,neutral,positive,neutral,neutral,neutral
"entah kenapa si avsen kalau untuk mobil perang jauh lebih oke , walau enggak stabil , enggak terlalu nyaman ,","Dang huboto boasa Avsen dao dumenggan songon kendaraan porang, nang pe dang stabil manang apala nyaman.",neutral,neutral,negative,neutral,neutral,neutral
"suka sekali sama agya, tarikan nya itu loh halus banget","Suka hian do au tu si Agya, lancar hian do manortorna",neutral,positive,neutral,neutral,neutral,neutral
"Gua terang pilih pajero , selain keren model nya dan kelihatan dinamis , mesin juga mantap , model dasboard sporty","Pasti do hupillit Pajero i, selain model na keren dohot penampilan na dinamis, mesinna pe hebat, model dasbor na sportif",neutral,positive,positive,positive,neutral,neutral
"Toyota Rush saya sudah berusia 8 , tenaga nya kurang power full","Toyota rush ku umur 8 tahun, tenaga kurang dari tenaga penuh",neutral,negative,neutral,neutral,neutral,neutral
"Sudah seminggu punya lexi , jauh lebih nyaman dibandingkan vario .","Nunga saminggu au mar-Lexi, dao do umnyaman sian Vario.",neutral,neutral,negative,neutral,neutral,neutral
Tarikan lincah pasti Avanza,Avanza pasti penarik lincah .,neutral,positive,neutral,neutral,neutral,neutral
xenia lari nya lebih lincah daripada avanza yang agak lemah,Xenia on lobi lincah marlojong sian Avanza na agak gale .,neutral,negative,neutral,neutral,neutral,neutral
tenaga maknyus bagus . Vario125 esp combi brake enak enggak memalukan .,tenaga na balga. Vario125 esp rem kombi bagus dan tidak memalukan.,neutral,positive,neutral,positive,neutral,neutral
avanza saya kopling nya memang agak keras juragan .,Kopling ni Avanza ku agak kaku do bos.,neutral,neutral,neutral,negative,neutral,neutral
tetapi harga otr xi lebih mahal daripada li,alai arga otr ni xi lobi mahal sian li .,neutral,neutral,neutral,neutral,positive,neutral
Mitshubisi raja jalanan,Mitsubishi raja jalan .,neutral,neutral,positive,neutral,neutral,neutral
"Ambil mobil di Bengkel Honda Pondok Indah . sudah selesai servis , tapi mobil kotor banget . tapi teknisi ngotot sudah dicuci .","Jemput mobil di Bengkel Honda Pondok Indah. Nunga sae pelayanan, alai kotor situtu do mobil i. alai digogohon teknisi i do naung dicuci.",neutral,neutral,neutral,neutral,neutral,negative
gue pengguna xenia li vvti 2008 selama memakai tidak ada masalah lancar-lancar,"2008 jala ndang adong masalah mamangke i, lancar do mardalan",neutral,neutral,positive,neutral,neutral,neutral
"memang xenia bandel , gue senang banget sama mobil gue ini .","Xenia memang tangguh, las situtu do rohangku tu mobilhu.",neutral,positive,positive,neutral,neutral,neutral
yang jelas gue enggak menyesal pilih calya,Na jelas dang manolsoli au mamillit si Calya .,neutral,neutral,positive,neutral,neutral,neutral
Kalo gue sih yang pemula . Lebih suka exterior brio . Cuma kalo kelengkapan fitur memang sirion,Tangkas do dibereng jala dikagumi si Calya.,neutral,neutral,neutral,positive,neutral,neutral
Buat yang punya Avanza dan Xenia pasti sudah merasakan berisik nya suara di dalam kabin dan lemah nya bantingan mobil .,"Molo nampuna mobil Avanza manang Xenia, tontu nunga dihilala hamu soara na ribur di bagasan kabin dohot suspensi ni mobil na gale i.",neutral,neutral,neutral,negative,neutral,neutral
avanza oke banget manuver nya,Avanza memang jago manuver .,neutral,positive,neutral,neutral,neutral,neutral
"Avanza memiliki kapasitas 7 penumpang yang nyaman dan aman , dan daya tahan lebih baik berkat sasis semi - monokok yang digabung dengan sub-frame juragan","Avanza on memiliki kapasitas na nyaman jala aman tu 7 penumpang, jala lebih tahan lama ala sasis setengah monokok na dipadomu dohot sub-rangka muna.",neutral,neutral,neutral,positive,neutral,neutral
"sudah harga nya mahal, fortuner ini juga konsumsi bahan bakar nya lumayan menguras dompet","Argana arga, Fortuner on pe lumayan do manganhon BBM, na lumayan menguras dompet.",negative,neutral,negative,neutral,neutral,neutral
xenia li cukup mumpuni kok sebagai mobil irit dan cukup bertenaga .,Xenia Li cukup mampu sebagai mobil hemat jala markuaso.,positive,positive,neutral,neutral,neutral,neutral
fortuner sparepart nya susah dicari,Suku cadang Fortuner maol do dapot .,neutral,neutral,neutral,negative,neutral,neutral
"yang saya suka dari avanza itu volume nya yang besar, anak-anak bisa bebas bersantai di dalam mobil","Na huhalomohon sian Avanza on, balga do volume na, boi do dakdanak bebas marnonang di bagasan mobil .",neutral,neutral,neutral,positive,neutral,neutral
"saya punya xenia Li 08 family , sepanjang pemakaian nya belum ada keluhan sih .","Adong do keluarga Xenia Li 08 di ahu, jala ndang adong keluhanku mulai sian na hupangke i.",neutral,neutral,positive,neutral,neutral,neutral
"Langsung kagum bgt dengan kenyamanan nya , mulai dari kedap nya kabin , bantingan suspensi dll","Pintor longang do rohangku mangida kenyamanan na, mulai sian kabin kedap suara, suspensi, dna.",neutral,neutral,positive,positive,neutral,neutral
"fortuner gimana yah ... tenaga biasa aja , kalo pajero sport tenaga gak malu - maluin","Boha do Fortuner... gogona holan biasa do, sedangkan gogo ni Pajero Sport dang pola pailahon",neutral,positive,neutral,neutral,neutral,neutral
"12 cup holders kok kesan nya ga berfaedah buat mobil seven seater , nama nya aja seven seater ngapain sampe 12 wikwikwik , mendingan legain kabin drpd banyakin cup holder","12 tempat cangkir songon na so marguna tu mobil pitu kursi, didok ma i pitu kursi, boasa porlu 12, wikwikwikwik, tumagon ma dibahen kabinna lobi luas sian godang tempat cangkir",neutral,neutral,neutral,negative,neutral,neutral
Honda Brio punya setir yang presisi dan tegak seperti 86 begitu pun jok sporty - nya ala racing .,Honda Brio on adong stir na tepat jala tegak songon 86 songon i nang kursi ala balap na sportif.,neutral,neutral,neutral,positive,neutral,neutral
"menyesal beli agya, tarikan lambat kalau dipakai rame-rame gak kuat","manolsoli manuhor Agya, lambat manarik jala dang cukup gogo molo dipakke sada kelompok",neutral,negative,neutral,neutral,neutral,neutral
Kalo soal overall si jelas banget pajero lebih menang ketimbang fortuner,"Molo secara keseluruhan, tangkas do Pajero do na monang sian Fortuner.",neutral,neutral,negative,neutral,neutral,neutral
alasan nya harga fortuner di bawah harga pajero,alasanna harga ni Fortuner di toru ni harga ni Pajero .,neutral,neutral,neutral,neutral,negative,neutral
Salah satu yang paling saya suka dari merek Honda ini adalah ultra seat,Sada na paling huhalomohon sian merek Honda on ima kursi ultra.,neutral,neutral,neutral,positive,neutral,neutral
semakin cantik saja nih avanza juragan,Lam bagak ma Avanza on bos,neutral,neutral,positive,neutral,neutral,neutral
"Mobil ini gue akui paling pas untuk kerja dengan mobilitas tinggi , gede nggak , kecil juga nggak , masuk2 kampung gang kecil tanjakan terjal lincah , dan yg paling penting penggerak roda belakang cocok buat segala medan","Hu akui do, mobil on do na paling cocok tu ulaon na marmobilitas na timbo, ndang balga, ndang metmet nang, boi do masuk tu gang-gang na metmet, lereng na curam, jala na rumingkot, penggerak roda belakang cocok tu sude medan.",neutral,positive,neutral,positive,neutral,neutral
"Ignis Worth it mas dengan harga terendah 139,5 juta .","Ignis do na arga, bro, dohot harga na umtoru 139,5 juta.",neutral,neutral,neutral,neutral,positive,neutral
"Beli beat fi buat harian , Tarikan nya nyaman , irit banget kalau dibuat kuliah . Harga oke .",Dituhor Beat FI laho pangkeon siganup ari na nyaman jala mansai hemat molo dipangke kuliah. Harga do oke.,positive,positive,neutral,neutral,positive,neutral
Wuling confero S 1.5 L Lux+ ke jawa timur park 3 terasa kenyamanan mobil ini tidak limbung .,"Wuling Confero S 1,5 L Lux+ tu Taman Jawa Timur 3, kenyamanan ni mobil on ndang goyang.",neutral,neutral,positive,neutral,neutral,neutral
"keren juga xpander , serasa mobil masa depan","Xpander i pe keren do, songon mobil sian masa depan do huhilala",neutral,neutral,positive,neutral,neutral,neutral
"konsumsi bbm HRV juga irit banget bisa sampe 13,5 km / l","Konsumsi bahan bakar HRV pe mansai hemat, boi do sahat tu 13,5 km/l",positive,neutral,neutral,neutral,neutral,neutral
kelebihan Avanza yang membuat saya jatuh hati sama avanza adalah penggunaan sistem penggerak roda belakang atau rear wheel drive .,Keunggulan ni Avanza na mambahen au jatuh cinta tu ibana ima penggunaan sistem penggerak roda belakang.,neutral,neutral,neutral,positive,neutral,neutral
Hadeh toyota prado segala rusak . Emang kata abang gue perawatan mobil matic itu susah,"Oh ma, toyota prado i nunga sega sude. Didok anggingku, maol do memelihara mobil matic.",neutral,neutral,neutral,neutral,neutral,negative
"lebih nyaman All New Avanza , lebih gesit . akselerasi lebih baik .","Sude Avanza Baru lebih nyaman, lebih lincah. dumenggan do percepatan.",neutral,positive,neutral,neutral,neutral,neutral
Toyota Rush cocok untuk segala musim berjiwa petualang .,Toyota rush cocok untuk semua musim dan jiwa petualang.,neutral,neutral,positive,neutral,neutral,neutral
"saya pengguna xpander , saya coba di tanjakan-tanjakan dieng dengan penumpang 6 orang dewasa , oke-oke saja kok . Dan memang mantap ini mobil","Au pangguna Xpander, hucoba di lereng Dieng dohot 6 penumpang dewasa, dang pola boha i. Jala mobil on tung mansai tabo do .",neutral,neutral,positive,neutral,neutral,neutral
memang bagus sih brio pantas laku keras,"Brio memang bagus, pantas do dijual denggan",neutral,neutral,positive,neutral,neutral,neutral
"@iip_bados05 bengkel resmi toyota , honda , daihatsu itu standart nya lebih bagus dari bengkel biasa mas , so astrido punya toyota .","@iip_bados05 Angka bengkel resmi ni Toyota, Honda, dohot Daihatsu, dumenggan do standarna sian bengkel biasa, pak, jadi adong do Toyota ni si Astrido.",neutral,neutral,neutral,neutral,neutral,positive
"kalau mengutamakan desain sih ya mending brio saja, tapi kalau dari segi tenaga masih kurang","Molo diutamahon desain, ba Brio do na dumenggan, alai sian segi daya, tong do hurang",neutral,negative,neutral,positive,neutral,neutral
brio mobil nya jelek banget gak bagus .,"Mobil Brio memang buruk, dang denggan.",neutral,neutral,negative,neutral,neutral,neutral
fortuner gaya nya stylish banget cocok buat kamu yang hobi main instagram,"Gaya ni Fortuner on sangat stylish,cocok tu hamu na lomo marmeam instagram",neutral,neutral,neutral,positive,neutral,neutral
"Naik honda beat , saya yang 180 cm berasa abang-abang naik troli bayi .","Naik Honda Beat, au na timbo 180 cm, songon abang do huhilala naik troli bayi.",neutral,neutral,negative,neutral,neutral,neutral
kelemahan avanza power nya suka turun kalo sudah panas,"Hagaleon ni Avanza on, olo do turun gogona molo mohop.",neutral,negative,neutral,neutral,neutral,neutral
"kemarin gue dapat grab pakai xpander exceed , ternyata jauh lebih nyaman .","Nantoari dapot au Grab pakke Xpander Exceed, ternyata jauh lebih nyaman.",neutral,neutral,positive,neutral,neutral,neutral
"pakai hr - v 1.8 merasakan juga kalau mobil ini kabin nya luas , interior nya bagus .","Manggunahon HR-V 1.8, huhilala do muse molo mobil on kabinna luas jala denggan do bagasna.",neutral,neutral,neutral,positive,neutral,neutral
"Harga yang murah , tapi mesin Avanza bagus juga .","Mura do argana, alai mesin Avanza pe denggan do.",neutral,positive,neutral,neutral,positive,neutral
Harga nya honda brio rs sayang terlalu mahal menurut saya pribadi .,Arga ni Honda Brio RS on terlalu mahal menurut au pribadi.,neutral,neutral,neutral,neutral,negative,neutral
"Kualitas produk , teknologi , hingga suku cadang yang terjamin juga menjadi aspek yang memengaruhi daya tarik Avanza ini juragan","Kualitas produk, teknologi, dohot suku cadang na terjamin pe aspek na mempengaruhi daya tarik ni Avanza on, bos.",neutral,neutral,positive,positive,neutral,neutral
"kalau ada budget lebih pilih Xi saja , tarikan lebih enak dan bertenaga ,","Molo balga do anggaran, pilih ma Xi, dumenggan do daya tarikna jala godang do gogona.",neutral,positive,neutral,neutral,neutral,neutral
Avanza sangat mendukung profesi yang saya jalani karena bagi seorang mahasiswa seperti saya .,Avanza memang mendukung profesi na huparsiajari ala tu mahasiswa songon au.,neutral,neutral,positive,neutral,neutral,neutral
karakter mesin livina kencang di high rpm atau jarak jauh .,Karakter mesin Livina hatop do di rpm na timbo manang jarak na dao.,neutral,positive,neutral,neutral,neutral,neutral
Avanza keren banget ini mobil . daya tahan mesin nya enggak diragukan . di tanjakan enggak memalukan .,"Avanza on, mobil na mansai tabo do. Ndang pola ragu be daya tahan ni mesin i. di lereng ndang maila.",neutral,positive,positive,neutral,neutral,neutral
"2018 awal mencoba altis gen 11 facelift , rasanya ini mobil makin-makin irit saja .","Awal taon 2018, hucoba ma facelift Altis generasi ke-11, songon na lam hemat BBM do huhilala mobil on.",positive,neutral,neutral,neutral,neutral,neutral
"Lawak banget ini ahass honda , cuma setengah hari , ini baru jam 10 , udah gak nerima servis motor lagi ,","Memang lucu do Honda Ahass on, holan satonga ari do, holan jam 10 dope, jala ndang dijalo nasida be jasa motor.",neutral,neutral,neutral,neutral,neutral,negative
Rush 2018 varian G AT irit bahan bakar .,Rush 2018 varian G AT hemat bahan bakar.,positive,neutral,neutral,neutral,neutral,neutral
